,Database Accession,Database,Gene Symbol,Disease,Variant Type,Pathogenicity,Review Status,Star Level,Submitter,HGVS Normalization Failure Reason,Duplicated
2731,RCV000849501,ClinVar,DOCK8,SCID,copy number gain,Uncertain significance,no assertion criteria provided,0,"Lineagen, Inc",No variant information provided,0
2732,RCV000849515,ClinVar,DOCK8,SCID,copy number gain,Uncertain significance,no assertion criteria provided,0,"Lineagen, Inc",No variant information provided,0
2733,RCV000849538,ClinVar,DOCK8,SCID,copy number gain,Uncertain significance,no assertion criteria provided,0,"Lineagen, Inc",No variant information provided,0
2734,RCV000849761,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Lineagen, Inc",No variant information provided,0
2735,RCV000849897,ClinVar,DOCK8,SCID,copy number gain,Uncertain significance,no assertion criteria provided,0,"Lineagen, Inc",No variant information provided,0
2736,RCV001006158,ClinVar,DOCK8,SCID,copy number gain,Uncertain significance,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2737,RCV001006160,ClinVar,DOCK8,SCID,copy number gain,Uncertain significance,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2738,RCV001006161,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2739,RCV001006170,ClinVar,DOCK8,SCID,copy number gain,Uncertain significance,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2740,RCV001006171,ClinVar,DOCK8,SCID,copy number gain,Uncertain significance,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2741,RCV001006172,ClinVar,DOCK8,SCID,copy number gain,Uncertain significance,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2742,RCV001006174,ClinVar,DOCK8,SCID,copy number gain,Uncertain significance,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2743,RCV001006175,ClinVar,DOCK8,SCID,copy number gain,Likely pathogenic,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2744,RCV001006176,ClinVar,DOCK8,SCID,copy number gain,Uncertain significance,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2745,RCV001006177,ClinVar,DOCK8,SCID,copy number loss,Uncertain significance,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2746,RCV001006178,ClinVar,DOCK8,SCID,copy number gain,Uncertain significance,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2782,RCV000239799,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,0
2783,RCV000240225,ClinVar,DOCK8,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,0
2784,RCV000445963,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,0
2785,RCV000445998,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 6,No variant information provided,0
2786,RCV000446566,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,0
2787,RCV000446597,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,0
2788,RCV000447144,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,0
2789,RCV000447415,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,0
2790,RCV000448147,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,0
2791,RCV000448304,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,0
2792,RCV000510843,ClinVar,DOCK8,SCID,copy number gain,Likely pathogenic,no assertion criteria provided,0,ISCA site 1,No variant information provided,0
2793,RCV000510944,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 1,No variant information provided,0
2794,RCV000511432,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 1,No variant information provided,0
2795,RCV000512122,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 1,No variant information provided,0
2796,RCV000683164,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2797,RCV000683166,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2798,RCV000683167,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2799,RCV000683168,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2800,RCV000683170,ClinVar,DOCK8,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2801,RCV000683171,ClinVar,DOCK8,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2802,RCV000748060,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,0
2803,RCV000748061,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,0
2804,RCV000748062,ClinVar,DOCK8,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,0
2805,RCV000845664,ClinVar,DOCK8,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"Lineagen, Inc",No variant information provided,0
2806,RCV000848063,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Lineagen, Inc",No variant information provided,0
2807,RCV000848089,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Lineagen, Inc",No variant information provided,0
2808,RCV001006163,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2809,RCV001006164,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2810,RCV001006165,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2811,RCV001006166,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2812,RCV000683046,ClinVar,DOCK8,SCID,copy number loss,Uncertain significance,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2813,RCV000683056,ClinVar,DOCK8,SCID,copy number loss,Uncertain significance,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2814,RCV000683091,ClinVar,DOCK8,SCID,copy number gain,Uncertain significance,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2815,RCV000683094,ClinVar,DOCK8,SCID,copy number gain,Uncertain significance,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2816,RCV000683119,ClinVar,DOCK8,SCID,copy number gain,Uncertain significance,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2817,RCV001006173,ClinVar,DOCK8,SCID,copy number gain,Uncertain significance,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2818,RCV001258431,ClinVar,DOCK8,SCID,copy number gain,Uncertain significance,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2819,RCV001258435,ClinVar,DOCK8,SCID,copy number gain,Uncertain significance,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2820,RCV001258437,ClinVar,DOCK8,SCID,copy number gain,Uncertain significance,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2821,RCV001260087,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
2824,RCV001263053,ClinVar,DOCK8,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"HudsonAlpha Institute for Biotechnology, HudsonAlpha Institute for Biotechnology",No variant information provided,0
1155,RCV001032354,ClinVar,FOXN1,SCID,Deletion,Uncertain significance,"criteria provided, single submitter",1,Invitae,Compound Variant,0
110,555549:3979,BIPmed_SNPhg19,FOXN1,SCID,single nucleotide variant,-,-,-,Admin,Incorrect reference base,0
1156,RCV000478266,ClinVar,FOXN1,SCID,Microsatellite,Uncertain significance,"criteria provided, single submitter",1,GeneDx,Microsatellite,0
1157,RCV000813872,ClinVar,FOXN1,SCID,Microsatellite,Uncertain significance,"criteria provided, single submitter",1,Invitae,Microsatellite,0
684,RCV001252666,ClinVar,GATA2,SCID,Deletion,Likely pathogenic,"criteria provided, single submitter",1,"Godley laboratory, The University of Chicago",Compound variant,0
678,RCV001032427,ClinVar,GATA2,SCID,Duplication,Uncertain significance,"criteria provided, single submitter",1,Invitae,Compound Variant,0
680,RCV000466360,ClinVar,GATA2,SCID,Deletion,Pathogenic,"criteria provided, single submitter",1,Invitae,Compound Variant,0
681,RCV000813963,ClinVar,GATA2,SCID,Deletion,Pathogenic,"criteria provided, single submitter",1,Invitae,Compound Variant,0
682,RCV000708374,ClinVar,GATA2,SCID,Duplication,Uncertain significance,"criteria provided, single submitter",1,Invitae,Compound Variant,0
685,RCV000137444,ClinVar,GATA2,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,0
686,RCV000139033,ClinVar,GATA2,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,0
687,RCV001032428,ClinVar,GATA2,SCID,Deletion,Pathogenic,"criteria provided, single submitter",1,Invitae,Compound Variant,0
688,RCV000142010,ClinVar,GATA2,SCID,copy number gain,Uncertain significance,no assertion criteria provided,0,ISCA site 1,Compound Variant,0
689,RCV000142787,ClinVar,GATA2,SCID,copy number loss,Likely pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,0
690,RCV000134948,ClinVar,GATA2,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,0
691,RCV000142340,ClinVar,GATA2,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,0
68,499763:24202,Global_Variome,GATA2,SCID,Insertion,-,-,-,-,Inserted unknown sequence,0
69,499764:24202,Global_Variome,GATA2,SCID,Insertion,-,-,-,-,Inserted unknown sequence,0
677,RCV000380465,ClinVar,GATA2,SCID,Microsatellite,Uncertain significance,"criteria provided, single submitter",1,"Illumina Clinical Services Laboratory,Illumina",Microsatellite,0
679,RCV001071635,ClinVar,GATA2,SCID,Microsatellite,Uncertain significance,"criteria provided, single submitter",1,Invitae,Microsatellite,0
683,RCV001064124,ClinVar,GATA2,SCID,Microsatellite,Uncertain significance,"criteria provided, single submitter",1,Invitae,Microsatellite,0
1722,RCV000051204,ClinVar,IGHM,SCID,copy number loss,Uncertain significance,"criteria provided, single submitter",1,ISCA site 4,Compound Variant,0
1723,RCV000051222,ClinVar,IGHM,SCID,copy number loss,Benign,"criteria provided, single submitter",1,ISCA site 4,Compound Variant,0
1724,RCV000135387,ClinVar,IGHM,SCID,copy number loss,Uncertain significance,no assertion criteria provided,0,GeneDx,Compound Variant,0
1725,RCV000135642,ClinVar,IGHM,SCID,copy number loss,Likely benign,no assertion criteria provided,0,ISCA site 1,Compound Variant,0
1726,RCV000135897,ClinVar,IGHM,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 11,Compound Variant,0
1727,RCV000137104,ClinVar,IGHM,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"Multiple Submitters: ISCA site 1, ISCA site 4",Compound Variant,0
1728,RCV000138844,ClinVar,IGHM,SCID,copy number loss,Uncertain significance,no assertion criteria provided,0,ISCA site 4,Compound Variant,0
